2.570433925049309209e+01,2.750891609440161645e+00,1.700000000000000000e+01,3.260000000000000142e+01,8.431257396449704800e+01,9.118264715041791035e+00,4.310000000000000142e+01,9.920000000000000284e+01,2.525143491124260464e+01,2.703979305414652146e+00,1.541999999999999993e+01,3.071999999999999886e+01,1.621529585798816697e+01,3.430557923227692263e-01,1.600000000000000000e+01,1.709499999999999886e+01,9.036139053254437670e+00,2.902844616937396705e+00,-1.540000000000000924e+00,1.471999999999999886e+01,7.800000000000000000e+01,2.800000000000000000e+01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
2.226695402298850368e+01,2.611576590278607224e+00,1.630000000000000071e+01,2.789999999999999858e+01,7.009712643678160759e+01,6.456852596438098502e+00,5.334999999999999432e+01,8.170000000000000284e+01,1.479140804597701120e+01,2.573682535215565004e+00,8.919999999999999929e+00,1.989500000000000313e+01,1.603781609195402424e+01,5.637765488884816101e-02,1.600000000000000000e+01,1.617499999999999716e+01,-1.246408045977011714e+00,2.555331307805634111e+00,-7.080000000000000071e+00,3.895000000000003126e+00,6.200000000000000000e+01,2.400000000000000000e+01,3.500000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.886661807580174965e+01,1.791172374072864004e+00,2.489999999999999858e+01,3.429999999999999716e+01,6.332881438289602016e+01,7.315925485785599314e+00,3.879999999999999716e+01,8.559999999999999432e+01,2.150206997084547922e+01,1.894866976061122532e+00,1.746999999999999886e+01,2.692000000000000171e+01,1.737181729834791355e+01,1.086940249813878490e+00,1.600000000000000000e+01,1.979999999999999716e+01,4.130252672497570998e+00,2.733028330685206786e+00,-2.230000000000003979e+00,1.060500000000000398e+01,6.700000000000000000e+01,2.700000000000000000e+01,4.200000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.897942583732057287e+01,2.520855372762523139e+00,2.005000000000000071e+01,3.410000000000000142e+01,9.912791068580541776e+01,2.666945508151214117e+00,7.820000000000000284e+01,9.990000000000000568e+01,2.351086921850079747e+01,2.576329831640201462e+00,1.464499999999999957e+01,2.871999999999999886e+01,1.633063795853269795e+01,3.870891510868219587e-01,1.600000000000000000e+01,1.709499999999999886e+01,7.180231259968102187e+00,2.472295095146958221e+00,-1.355000000000000426e+00,1.236999999999999744e+01,7.400000000000000000e+01,2.600000000000000000e+01,1.048000000000000000e+03,1.048000000000000043e+00,0.000000000000000000e+00
2.628614864864864842e+01,2.603889777067050382e+00,1.969999999999999929e+01,3.429999999999999716e+01,6.516863738738739187e+01,9.682469662877091210e+00,3.579999999999999716e+01,8.504999999999999716e+01,1.880783783783783747e+01,2.299484930476582534e+00,1.326999999999999957e+01,2.696999999999999886e+01,1.668878378378378358e+01,6.985763316854345373e-01,1.600000000000000000e+01,1.829499999999999815e+01,2.119054054054054337e+00,2.515952442227520791e+00,-3.384999999999998010e+00,1.096999999999999886e+01,6.400000000000000000e+01,2.600000000000000000e+01,2.800000000000000000e+02,5.379999999999999227e-01,0.000000000000000000e+00
2.201904761904761898e+01,5.049070922319477184e+00,9.900000000000000355e+00,3.110000000000000142e+01,7.397363945578231892e+01,1.326054583294567735e+01,4.000000000000000000e+01,1.000000000000000000e+02,1.504210884353741484e+01,4.570353080257043565e+00,3.620000000000000107e+00,2.371999999999999886e+01,1.608119047619047493e+01,1.142109498664511114e-01,1.600000000000000000e+01,1.635000000000000142e+01,-1.039081632653060971e+00,4.489415767322060269e+00,-1.237999999999999901e+01,7.579999999999998295e+00,6.200000000000000000e+01,2.500000000000000000e+01,3.100000000000000000e+02,8.859999999999998987e-01,1.000000000000000000e+00
2.801954314720812178e+01,4.626357827850329230e+00,1.219999999999999929e+01,3.289999999999999858e+01,7.948227580372250145e+01,7.807145231275335995e+00,4.800000000000000000e+01,9.190000000000000568e+01,2.175263536379018703e+01,5.151663860339231960e+00,5.169999999999999929e+00,2.732000000000000028e+01,1.713459390862944076e+01,1.268531792513118983e+00,1.600000000000000000e+01,1.989999999999999858e+01,4.618041455160744491e+00,6.299433740056225695e+00,-1.410499999999999865e+01,1.132000000000000028e+01,8.500000000000000000e+01,3.600000000000000000e+01,1.844000000000000000e+03,9.279999999999999361e-01,0.000000000000000000e+00
2.953030303030303472e+01,3.299635247171796237e+00,2.500000000000000000e+01,3.689999999999999858e+01,7.430505050505051656e+01,1.254168049913253036e+01,4.870000000000000284e+01,9.170000000000000284e+01,2.331797979797979892e+01,2.674200425913334733e+00,1.937000000000000099e+01,2.951999999999999957e+01,1.600000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01,1.600000000000000000e+01,7.317979797979797141e+00,2.674200425913334289e+00,3.370000000000000995e+00,1.351999999999999957e+01,7.400000000000000000e+01,3.200000000000000000e+01,6.890000000000000000e+02,9.840000000000000968e-01,1.000000000000000000e+00
2.242486631016043219e+01,1.823615798024663226e+00,1.930000000000000071e+01,2.910000000000000142e+01,7.951069518716577988e+01,1.907670687548144883e+01,2.669999999999999929e+01,9.990000000000000568e+01,2.169419786096256786e+01,1.518107338348671620e+00,1.824499999999999744e+01,2.651999999999999957e+01,1.605053475935828899e+01,6.858189218612197047e-02,1.600000000000000000e+01,1.621000000000000085e+01,5.643663101604277976e+00,1.499381262666533932e+00,2.244999999999997442e+00,1.051999999999999957e+01,9.100000000000000000e+01,4.300000000000000000e+01,3.500000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.968981481481480955e+01,2.418450689727682512e+00,2.630000000000000071e+01,3.479999999999999716e+01,8.108796296296297612e+01,8.921888153581473802e+00,6.250000000000000000e+01,9.740000000000000568e+01,2.390009259259258556e+01,2.105884498154335649e+00,2.032000000000000028e+01,2.851999999999999957e+01,1.600000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01,1.600000000000000000e+01,7.900092592592592666e+00,2.105884498154335649e+00,4.320000000000000284e+00,1.251999999999999957e+01,6.900000000000000000e+01,2.900000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
2.846420765027321664e+01,1.554666964485275527e+00,2.539999999999999858e+01,3.279999999999999716e+01,7.294303278688525438e+01,6.770681099994755314e+00,4.904999999999999716e+01,9.209999999999999432e+01,2.715968579234972680e+01,1.609453398973956784e+00,2.396999999999999886e+01,3.162000000000000099e+01,1.627846994535519087e+01,3.161213706981097493e-01,1.600000000000000000e+01,1.692999999999999972e+01,1.088121584699453592e+01,1.428940534771327764e+00,7.969999999999998863e+00,1.499000000000000199e+01,6.200000000000000000e+01,2.400000000000000000e+01,3.600000000000000000e+02,9.470000000000000639e-01,1.000000000000000000e+00
2.687201166180757994e+01,2.397596059322149475e+00,1.919999999999999929e+01,3.379999999999999716e+01,7.349353741496598502e+01,7.821458841442241905e+00,4.389999999999999858e+01,8.850000000000000000e+01,1.982276967930029343e+01,2.601295295503857297e+00,1.161999999999999922e+01,2.717000000000000171e+01,1.741206025267250013e+01,1.102232251412922359e+00,1.600000000000000000e+01,1.989999999999999858e+01,2.410709426627794194e+00,3.433259684952139956e+00,-8.179999999999997939e+00,1.082000000000000028e+01,6.600000000000000000e+01,2.700000000000000000e+01,2.000000000000000000e+02,8.699999999999999956e-01,1.000000000000000000e+00
2.688970588235294201e+01,2.198163117514209119e+00,2.339999999999999858e+01,3.370000000000000284e+01,6.809242081447963812e+01,8.451279947520786706e+00,4.410000000000000142e+01,8.720000000000000284e+01,1.950990384615384698e+01,2.158076763965959710e+00,1.551999999999999957e+01,2.621999999999999886e+01,1.685338800904977319e+01,7.465623579947896493e-01,1.600000000000000000e+01,1.842500000000000071e+01,2.656515837104072908e+00,2.674396624149017576e+00,-2.244999999999999218e+00,1.014999999999999858e+01,7.200000000000000000e+01,3.000000000000000000e+01,4.000000000000000000e+02,9.300000000000000488e-01,0.000000000000000000e+00
2.566188524590164022e+01,1.945708871196549783e+00,2.039999999999999858e+01,3.125000000000000000e+01,6.356789617486338528e+01,7.426227176860501267e+00,3.845000000000000284e+01,8.040000000000000568e+01,1.807334699453552318e+01,1.764394051700433952e+00,1.307000000000000028e+01,2.292000000000000171e+01,1.613983606557377115e+01,2.050786027986532534e-01,1.600000000000000000e+01,1.662999999999999901e+01,1.933510928961748920e+00,1.745467526533106106e+00,-2.929999999999999716e+00,6.670000000000001705e+00,6.200000000000000000e+01,2.400000000000000000e+01,4.000000000000000000e+02,9.520000000000000684e-01,1.000000000000000000e+00
2.647627701375245479e+01,3.069536554701874476e+00,9.699999999999999289e+00,3.560000000000000142e+01,8.418305500982319245e+01,1.281771164284078424e+01,3.960000000000000142e+01,9.990000000000000568e+01,2.675754911591355878e+01,2.908845655620866832e+00,1.084499999999999886e+01,3.417000000000000171e+01,1.721328094302554135e+01,1.121809883886456083e+00,1.600000000000000000e+01,1.960000000000000142e+01,9.544268172888015656e+00,3.738113423421054016e+00,-8.755000000000002558e+00,1.817000000000000171e+01,8.800000000000000000e+01,4.200000000000000000e+01,3.500000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
