2.525204627650830247e+01,2.721882849431490836e+00,1.516999999999999993e+01,3.101999999999999957e+01,1.621520795660036285e+01,3.428603149248000137e-01,1.600000000000000000e+01,1.709499999999999886e+01,2.920270460268350909e+00,7.800000000000000000e+01,2.800000000000000000e+01,5.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.475924065987384637e+01,2.575042844080623450e+00,8.820000000000000284e+00,2.057000000000000028e+01,1.603754730713245635e+01,5.575247235388035988e-02,1.600000000000000000e+01,1.617499999999999716e+01,2.557040014551767104e+00,6.200000000000000000e+01,2.400000000000000000e+01,3.500000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.150109195869583445e+01,1.916462004022894794e+00,1.737000000000000099e+01,2.742000000000000171e+01,1.736973412472559275e+01,1.084362092379123954e+00,1.600000000000000000e+01,1.979999999999999716e+01,2.749668799437575917e+00,6.700000000000000000e+01,2.700000000000000000e+01,4.200000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.350653332442901089e+01,2.571098416536683473e+00,1.432000000000000028e+01,2.889500000000000313e+01,1.632854881795111623e+01,3.856128489693780859e-01,1.600000000000000000e+01,1.709499999999999886e+01,2.467817861625312137e+00,7.400000000000000000e+01,2.600000000000000000e+01,1.048000000000000000e+03,1.048000000000000043e+00,1.000000000000000000e+00
1.880982336316533221e+01,2.321827546081082883e+00,1.301999999999999957e+01,2.712000000000000099e+01,1.668725105982100843e+01,6.967033286581377771e-01,1.600000000000000000e+01,1.829499999999999815e+01,2.537350419016700886e+00,6.400000000000000000e+01,2.600000000000000000e+01,2.800000000000000000e+02,5.379999999999999227e-01,1.000000000000000000e+00
1.500524285714285888e+01,4.577884252977415969e+00,3.520000000000000018e+00,2.392000000000000171e+01,1.608053999999999917e+01,1.135072222869051711e-01,1.600000000000000000e+01,1.635000000000000142e+01,4.497549338759815996e+00,6.200000000000000000e+01,2.500000000000000000e+01,3.100000000000000000e+02,8.859999999999998987e-01,1.000000000000000000e+00
2.167944148936170379e+01,5.170145286113130290e+00,4.794999999999999929e+00,2.812000000000000099e+01,1.715452666762507050e+01,1.270377163691127409e+00,1.600000000000000000e+01,1.989999999999999858e+01,6.318070281509845287e+00,8.500000000000000000e+01,3.600000000000000000e+01,1.844000000000000000e+03,9.279999999999999361e-01,0.000000000000000000e+00
2.323607298001737576e+01,2.610866114807861127e+00,1.901999999999999957e+01,2.982000000000000028e+01,1.600000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01,1.600000000000000000e+01,2.610866114807860683e+00,7.400000000000000000e+01,3.200000000000000000e+01,6.890000000000000000e+02,9.840000000000000968e-01,1.000000000000000000e+00
2.167931482310792646e+01,1.550729862223304556e+00,1.796999999999999886e+01,2.669500000000000028e+01,1.604974921630093831e+01,6.765748772801782884e-02,1.600000000000000000e+01,1.621000000000000085e+01,1.533559894236558252e+00,9.100000000000000000e+01,4.300000000000000000e+01,3.500000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.382233494363929438e+01,2.134049654141507713e+00,1.012000000000000099e+01,2.887000000000000099e+01,1.600000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01,1.600000000000000000e+01,2.134049654141507713e+00,6.900000000000000000e+01,2.900000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
